org_id,footprints_used,source_event_timestamp
53,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.5099401,52.447708],[13.5101922,52.4477374],[13.5100122,52.4483371],[13.5100273,52.4484625],[13.5095173,52.4500249],[13.5090583,52.4499944],[13.5089947,52.450303],[13.5088154,52.4502895],[13.5088719,52.4499786],[13.5086391,52.4499636],[13.508507,52.449651],[13.5080369,52.4482217],[13.5081464,52.448205],[13.5080325,52.4478931],[13.5079155,52.4478738],[13.507422,52.4479365],[13.507328,52.447657],[13.5075772,52.4475324],[13.5078253,52.4477197],[13.5079776,52.447775],[13.5080926,52.447719],[13.5083518,52.4476873],[13.5086947,52.4475099],[13.5088336,52.4472874],[13.5090127,52.4472047],[13.5096337,52.4476712],[13.5099401,52.447708]],[[13.5092832,52.4481724],[13.5097683,52.4482559],[13.5098569,52.4480339],[13.5098586,52.4479297],[13.5097673,52.4478292],[13.5095343,52.447719],[13.5092595,52.447942],[13.5092832,52.4481724]]]},""properties"":{}}",2024-07-01T04:06:05.653Z
88,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.4056825,52.4891433],[13.4059136,52.4890647],[13.4063862,52.4889769],[13.4067488,52.4889549],[13.4076877,52.48896],[13.4077463,52.4890727],[13.407251,52.4892443],[13.4068465,52.489369],[13.4064397,52.489447],[13.4057945,52.4894707],[13.4057135,52.4893153],[13.4056825,52.4891433]],[[13.4063573,52.489413],[13.406571,52.4893907],[13.4067023,52.4892642],[13.4066596,52.4891425],[13.4064834,52.4890588],[13.4062513,52.4890866],[13.4062662,52.4891546],[13.4059984,52.4891763],[13.4058986,52.4892482],[13.4059371,52.489358],[13.4060765,52.4893986],[13.4063357,52.4893513],[13.4063573,52.489413]]]},""properties"":{}}",2024-07-01T04:06:50.774Z
25,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.493124,52.4094717],[13.4952396,52.4068359],[13.4954305,52.4065153],[13.4955313,52.4062844],[13.4958203,52.405161],[13.4960743,52.4041161],[13.4962579,52.4040236],[13.497395,52.4039647],[13.499083,52.4039163],[13.4992277,52.4035427],[13.4997853,52.4036159],[13.499755,52.4036626],[13.4994085,52.4035992],[13.4993498,52.4037278],[13.4999667,52.4038407],[13.5000391,52.4036984],[13.5002241,52.4037525],[13.5000597,52.4052555],[13.4999673,52.4058231],[13.4998079,52.4064168],[13.4992283,52.4063427],[13.4983969,52.4075628],[13.4981604,52.4077531],[13.4978704,52.4076224],[13.4954743,52.4099588],[13.4954847,52.4099984],[13.4950435,52.4104275],[13.495061,52.4104918],[13.4946529,52.4105494],[13.4939075,52.4107443],[13.493124,52.4094717]],[[13.4990703,52.4058926],[13.4992076,52.4051595],[13.4991819,52.4041908],[13.4990445,52.404107],[13.4965125,52.4041751],[13.4963838,52.404285],[13.4962036,52.4052223],[13.4962894,52.4052852],[13.4969503,52.4053847],[13.4977313,52.4055993],[13.4980918,52.4058926],[13.4983665,52.4059973],[13.4987613,52.4060916],[13.498933,52.4060601],[13.4990703,52.4058926]],[[13.4967499,52.4081779],[13.4974086,52.4075269],[13.4987356,52.4062801],[13.4986845,52.4062236],[13.4982549,52.406131],[13.4976512,52.4062206],[13.4970627,52.4062562],[13.4961576,52.4062582],[13.4960181,52.4062783],[13.4958803,52.4063734],[13.4955243,52.4069621],[13.4950907,52.4075464],[13.4951687,52.4076773],[13.4966349,52.4081749],[13.4967499,52.4081779]],[[13.4945142,52.4103183],[13.4946995,52.4101706],[13.4965958,52.4083282],[13.4965381,52.4082728],[13.4958703,52.4080534],[13.4952732,52.4088225],[13.4949996,52.4092443],[13.4947718,52.4094243],[13.4945044,52.4094615],[13.4942852,52.4094407],[13.4940505,52.4093602],[13.4938067,52.4092343],[13.4936396,52.409405],[13.4933043,52.4096751],[13.4938434,52.4104776],[13.4942949,52.4104168],[13.4945142,52.4103183]]]},""properties"":{}}",2024-07-01T04:07:30.410Z
3,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.5286068,52.4323273],[13.5286831,52.4322532],[13.5290737,52.4321817],[13.5296422,52.432105],[13.5303231,52.4320625],[13.5304011,52.4321107],[13.5293735,52.4327735],[13.5286068,52.4323273]],[[13.5297181,52.4321896],[13.5293999,52.4323777],[13.5295374,52.4324565],[13.5298389,52.4322564],[13.5297181,52.4321896]]],[[[13.5302636,52.432026],[13.5294492,52.4320834],[13.528624,52.4322131],[13.5295682,52.4316069],[13.5302938,52.4320084],[13.5302636,52.432026]]]]},""properties"":{}}",2024-07-01T04:07:38.826Z
84,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3712553,52.4729586],[13.3711628,52.4729928],[13.371018,52.4728247],[13.3702101,52.4731038],[13.3701905,52.4741254],[13.370196,52.4742743],[13.3700571,52.4742753],[13.3700734,52.4728303],[13.3707734,52.4726014],[13.3708784,52.4725521],[13.3712553,52.4729586]]]},""properties"":{}}",2024-07-01T04:08:27.739Z
39,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.5030244,52.4978596],[13.5023208,52.4980808],[13.5019858,52.497371],[13.5015914,52.4974388],[13.5014268,52.4971021],[13.5023007,52.4969541],[13.5023814,52.4965218],[13.502492,52.4962514],[13.5029432,52.4961715],[13.5029914,52.4962663],[13.5027448,52.4963064],[13.5027144,52.4971237],[13.5027451,52.4973092],[13.5029577,52.4977784],[13.5030244,52.4978596]]],[[[13.5201981,52.4997654],[13.5201708,52.4996635],[13.5194104,52.4995135],[13.5190911,52.4994623],[13.5160226,52.4997295],[13.5158529,52.4997252],[13.5138656,52.4999941],[13.513509,52.5001454],[13.5135698,52.5002946],[13.5118156,52.5006006],[13.511588,52.5001181],[13.5109878,52.5001573],[13.5087914,52.500501],[13.5084897,52.4998785],[13.5085199,52.4998413],[13.5093608,52.4996915],[13.5094064,52.4996323],[13.5102116,52.4994896],[13.5103479,52.4997591],[13.5113805,52.4995748],[13.5116909,52.4995519],[13.5123038,52.4996793],[13.5132371,52.4995147],[13.5133494,52.4997366],[13.5154184,52.499365],[13.5153255,52.49917],[13.5156207,52.499119],[13.5152866,52.4984332],[13.514968,52.4984914],[13.5147014,52.4979237],[13.514575,52.4978979],[13.5142987,52.4979506],[13.5141776,52.4976995],[13.5144244,52.4976318],[13.5145477,52.4976574],[13.514633,52.4978815],[13.5155111,52.4980586],[13.516356,52.498113],[13.516699,52.4981155],[13.5170558,52.4980974],[13.5173402,52.4980578],[13.5172555,52.4976056],[13.5173715,52.4962936],[13.5191977,52.4967222],[13.5191378,52.4968166],[13.5187549,52.4967233],[13.5187108,52.4971461],[13.518899,52.4971889],[13.5187539,52.4974324],[13.518785,52.4976415],[13.5191931,52.497735],[13.5193585,52.4976183],[13.5201943,52.4978172],[13.5202377,52.4978443],[13.5202418,52.4981734],[13.5201751,52.4982977],[13.5185658,52.4980147],[13.518372,52.4979998],[13.5177899,52.4980214],[13.5177837,52.4986619],[13.5172649,52.4987085],[13.516993,52.4987585],[13.5168535,52.4985592],[13.5167134,52.4985816],[13.5166481,52.4984767],[13.5163947,52.4985301],[13.5160119,52.4989571],[13.5162808,52.4994839],[13.516662,52.4994315],[13.5171275,52.4993933],[13.5171457,52.4994231],[13.5187416,52.4992957],[13.5188666,52.4992938],[13.5190468,52.4993574],[13.5201016,52.4996092],[13.5204564,52.4996727],[13.5204537,52.4997482],[13.5201981,52.4997654]]],[[[13.5032079,52.4980463],[13.5040023,52.4996913],[13.5040899,52.4996768],[13.5043975,52.5002975],[13.5044452,52.5004356],[13.5048776,52.5003586],[13.505011,52.5006017],[13.5052046,52.5005679],[13.505253,52.5006728],[13.505419,52.5007317],[13.5063731,52.5005587],[13.507058,52.5003782],[13.5071288,52.5003989],[13.5074073,52.5003127],[13.5079123,52.5002371],[13.5083454,52.5001085],[13.5085627,52.5005505],[13.5077675,52.5006966],[13.5077863,52.5007428],[13.5054568,52.5011655],[13.5054759,52.5012094],[13.5050334,52.501289],[13.5053086,52.5018622],[13.505538,52.5018286],[13.5056702,52.5021836],[13.5057454,52.5025972],[13.5038991,52.502252],[13.5032558,52.5021184],[13.5033329,52.5019542],[13.5039751,52.5018407],[13.5032711,52.500371],[13.503128,52.5003942],[13.5030245,52.5001442],[13.5019554,52.5003341],[13.5020019,52.5004444],[13.5000165,52.5007996],[13.5001618,52.501137],[13.4998249,52.5011974],[13.4996925,52.501111],[13.4993401,52.5003492],[13.4989719,52.5004145],[13.498952,52.5003688],[13.4991306,52.5002729],[13.4992534,52.5001601],[13.4998777,52.4997565],[13.5011089,52.4988471],[13.501052,52.4987362],[13.5011889,52.4986919],[13.5018834,52.5001817],[13.5019515,52.5001883],[13.5025863,52.5000495],[13.503114,52.4999216],[13.5030756,52.4997439],[13.5031629,52.4989657],[13.502861,52.4983087],[13.5027604,52.4981846],[13.5032079,52.4980463]]]]},""properties"":{}}",2024-07-01T04:09:27.320Z
27,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3354433,52.534233],[13.3357067,52.5332465],[13.3372903,52.533585],[13.3371845,52.5337177],[13.3372321,52.5337944],[13.3377559,52.5339704],[13.3375095,52.5344115],[13.3373675,52.5345071],[13.3366539,52.5343806],[13.3354433,52.534233]],[[13.3360041,52.5338541],[13.3368538,52.5341459],[13.3370546,52.5339323],[13.3365409,52.5337561],[13.3362212,52.5336184],[13.3360041,52.5338541]]]},""properties"":{}}",2024-07-01T04:09:49.366Z
74,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2946897,52.4823026],[13.2949524,52.4822443],[13.2948283,52.4820624],[13.2949128,52.4820293],[13.2947264,52.4818335],[13.2944562,52.4817524],[13.2942615,52.4817635],[13.2943933,52.4819896],[13.2942745,52.482151],[13.2943389,52.4823468],[13.2928962,52.4825282],[13.2928869,52.4826851],[13.2925471,52.4827319],[13.2924023,52.4827942],[13.2920199,52.4830574],[13.2918435,52.4829631],[13.2921946,52.4827181],[13.2916393,52.4824239],[13.2913036,52.4826704],[13.2910209,52.4825138],[13.291556,52.4821423],[13.2914628,52.4818989],[13.294602,52.4814251],[13.2946761,52.4816309],[13.294777,52.4816168],[13.2951028,52.4819588],[13.2958078,52.4819237],[13.2958157,52.4819957],[13.295229,52.4820246],[13.2953061,52.4826056],[13.2953649,52.48278],[13.2951763,52.4828039],[13.295209,52.4826995],[13.2951578,52.4822462],[13.2946897,52.4823026]],[[13.2934431,52.4822912],[13.2937062,52.4822602],[13.2939671,52.4821947],[13.2939338,52.4818645],[13.2938256,52.4818147],[13.293604,52.4817955],[13.2930139,52.4818417],[13.2921265,52.4819768],[13.2918505,52.4820656],[13.2918638,52.4823174],[13.2921036,52.4825044],[13.2923271,52.4826226],[13.2924944,52.4825875],[13.2927822,52.482401],[13.2934431,52.4822912]]]},""properties"":{}}",2024-07-01T04:10:10.024Z
87,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3021619,52.4860919],[13.3015417,52.4864802],[13.3002153,52.4873722],[13.3001831,52.4874934],[13.2999719,52.4873794],[13.3015255,52.4863096],[13.3015898,52.4863406],[13.3019862,52.4861037],[13.3010559,52.4856382],[13.3010051,52.4857437],[13.3008431,52.4858822],[13.2996833,52.4852601],[13.2995575,52.4851698],[13.2988637,52.4843238],[13.2987708,52.4837477],[13.2986814,52.4835192],[13.2982191,52.4834817],[13.2978577,52.4832339],[13.297784,52.4826963],[13.2981826,52.4825788],[13.2997518,52.4823251],[13.2997593,52.4822404],[13.3002578,52.4820179],[13.3003263,52.4823613],[13.30039,52.4824393],[13.3006318,52.4826008],[13.3009067,52.482748],[13.3010575,52.4827816],[13.3016815,52.4828147],[13.3022573,52.4827455],[13.302962,52.4827844],[13.3033264,52.4826284],[13.3033214,52.4825674],[13.3039595,52.4823168],[13.3043226,52.4822096],[13.3062559,52.4821259],[13.3062071,52.4824356],[13.3061528,52.4826019],[13.3060179,52.4828816],[13.3059239,52.4830184],[13.3048975,52.4839562],[13.3046684,52.4841268],[13.3032266,52.4853271],[13.3021619,52.4860919]],[[13.3032674,52.4847677],[13.3036664,52.4846284],[13.3038588,52.4844849],[13.3039564,52.484348],[13.3039836,52.4840974],[13.3039137,52.4839729],[13.3032246,52.4831388],[13.3029103,52.4829652],[13.3025087,52.4828883],[13.3022022,52.4829107],[13.3019425,52.4829741],[13.3015143,52.4831881],[13.3011408,52.4833148],[13.301324,52.4835394],[13.3014659,52.4834996],[13.3016334,52.4836888],[13.3013589,52.4837718],[13.3020186,52.4845696],[13.302161,52.4845257],[13.3023978,52.4847981],[13.3028315,52.4848393],[13.3032674,52.4847677]],[[13.3044891,52.4824604],[13.3050922,52.4831927],[13.3058797,52.4829522],[13.3052767,52.4822198],[13.3044891,52.4824604]],[[13.3037684,52.482934],[13.3043969,52.483698],[13.3051843,52.4834577],[13.3045558,52.4826937],[13.3037684,52.482934]],[[13.3011706,52.485659],[13.3019453,52.4860483],[13.3029607,52.485299],[13.3021862,52.4849097],[13.3011706,52.485659]],[[13.3006187,52.4851053],[13.3008034,52.4851748],[13.3010343,52.4852119],[13.3010479,52.4852583],[13.3013517,52.4851784],[13.3015896,52.4850598],[13.3016945,52.4849443],[13.3017227,52.4847942],[13.3016717,52.4847114],[13.301939,52.4846199],[13.3010423,52.4835333],[13.3008661,52.4835872],[13.3007975,52.4835229],[13.3006032,52.4834498],[13.3002155,52.4834112],[13.2999313,52.4834691],[13.2996564,52.4836249],[13.2995698,52.4837628],[13.2995431,52.4839914],[13.2999532,52.4844949],[13.299994,52.4846997],[13.3001166,52.484721],[13.3003026,52.4849311],[13.3006187,52.4851053]],[[13.2997682,52.4825854],[13.3000255,52.4829504],[13.3003292,52.4828709],[13.3000718,52.482506],[13.2997682,52.4825854]],[[13.2985843,52.4833439],[13.2989335,52.4832463],[13.2991353,52.4832792],[13.2995175,52.4831674],[13.299488,52.4831265],[13.2999602,52.4829957],[13.2996153,52.4825183],[13.2982528,52.4828828],[13.2985843,52.4833439]]]},""properties"":{}}",2024-07-01T04:10:36.596Z
53,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.289442,52.4667633],[13.2896102,52.4667447],[13.2902323,52.466259],[13.2897733,52.4653765],[13.2900883,52.4653088],[13.2905357,52.4651816],[13.2908121,52.465084],[13.2915991,52.4647523],[13.2920089,52.4645996],[13.2923877,52.4644948],[13.292959,52.4643853],[13.2933627,52.4643405],[13.2933729,52.4644014],[13.2937439,52.4643716],[13.2942978,52.4643657],[13.2943382,52.4644374],[13.2938489,52.4649101],[13.29299,52.4649915],[13.292995,52.4650186],[13.2923993,52.4650759],[13.2918799,52.4652108],[13.2916755,52.4652933],[13.2913442,52.4654964],[13.2912362,52.4656212],[13.2910997,52.4659944],[13.2909515,52.4661715],[13.2908023,52.4662574],[13.290333,52.4664429],[13.2899976,52.4666298],[13.2894865,52.4670754],[13.289442,52.4667633]],[[13.2906101,52.4659833],[13.2907544,52.4658887],[13.2906346,52.4657584],[13.2903898,52.4658098],[13.2903853,52.4659393],[13.2906101,52.4659833]]]},""properties"":{}}",2024-07-01T04:11:27.067Z
88,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.1277215,52.5555836],[13.1300765,52.5549419],[13.1289642,52.5526394],[13.1324297,52.5516959],[13.1329804,52.553057],[13.1333564,52.5539602],[13.1335696,52.5544159],[13.1340219,52.5555414],[13.1336567,52.5556185],[13.1322579,52.5559417],[13.1329726,52.5564792],[13.1323515,52.5570046],[13.1323049,52.557216],[13.1322195,52.5573995],[13.1316795,52.5576302],[13.1311741,52.5577319],[13.1303765,52.5579118],[13.1306076,52.5583082],[13.1297137,52.5585322],[13.1289515,52.5586658],[13.1287756,52.5587234],[13.128858,52.5589416],[13.1289756,52.5591142],[13.1279765,52.5593746],[13.1273546,52.5583632],[13.1263331,52.5584518],[13.1260363,52.5580433],[13.1242244,52.5584231],[13.1236638,52.5575731],[13.1232675,52.5567842],[13.1226179,52.554654],[13.1220508,52.5536488],[13.1213892,52.5525911],[13.1211369,52.5521108],[13.1210417,52.551984],[13.1212392,52.5518379],[13.1214809,52.5517032],[13.124759,52.5563786],[13.1277215,52.5555836]],[[13.1244481,52.5565176],[13.1240921,52.5566288],[13.1242893,52.5568184],[13.124529,52.5567465],[13.1244481,52.5565176]],[[13.1316491,52.5549644],[13.1318158,52.5548114],[13.1315497,52.5546287],[13.1307086,52.5547957],[13.1278708,52.5556715],[13.1283568,52.5562882],[13.1294726,52.5558916],[13.1304425,52.5555159],[13.131172,52.5551923],[13.1316491,52.5549644]],[[13.1256944,52.5568978],[13.1262358,52.5567873],[13.1279448,52.5564187],[13.1274556,52.5557925],[13.1255287,52.5562681],[13.1251725,52.5565283],[13.1253098,52.5567892],[13.1256944,52.5568978]]]},""properties"":{}}",2024-07-01T04:12:18.505Z
25,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.1681932,52.5432436],[13.1684095,52.544228],[13.168408,52.544301],[13.1696901,52.5501636],[13.1695236,52.5501605],[13.1693801,52.5494017],[13.1692095,52.5492934],[13.166158,52.5498658],[13.1653291,52.5495677],[13.1652152,52.5494954],[13.164028,52.5496628],[13.1639716,52.5496265],[13.1649602,52.5494809],[13.1650079,52.5493715],[13.1640609,52.5487984],[13.1637076,52.548766],[13.1631436,52.5489436],[13.1628705,52.5486176],[13.1626089,52.548186],[13.1624451,52.5477532],[13.1633979,52.547662],[13.163213,52.5468424],[13.1622581,52.5469349],[13.1621613,52.5466576],[13.1620541,52.5464336],[13.1617707,52.5460021],[13.1614391,52.5456447],[13.1611185,52.5453943],[13.1604927,52.5449618],[13.1600742,52.5447542],[13.1607854,52.5445673],[13.1608276,52.5447909],[13.1610515,52.5447345],[13.1610128,52.5445088],[13.1637177,52.5438035],[13.163628,52.5433212],[13.1638184,52.5432497],[13.1639191,52.5437509],[13.1647085,52.5435449],[13.1662701,52.5433863],[13.16795,52.5432416],[13.1678237,52.5426949],[13.1676513,52.5418514],[13.1678769,52.5418046],[13.1681932,52.5432436]],[[13.1663117,52.5436565],[13.1654911,52.5436487],[13.1651005,52.5437451],[13.1648394,52.5440231],[13.1643426,52.5441578],[13.1636357,52.5440821],[13.1628604,52.5443683],[13.1626392,52.5445412],[13.162611,52.5446588],[13.1622903,52.5446924],[13.1620016,52.5447628],[13.1620396,52.5448808],[13.162202,52.5450069],[13.1624368,52.5449492],[13.1625542,52.5448186],[13.1627465,52.5449629],[13.1627425,52.5451094],[13.1629339,52.5453806],[13.1633152,52.5456147],[13.1649994,52.5456568],[13.1652689,52.5458168],[13.1652184,52.5458673],[13.1648563,52.5457915],[13.1647384,52.5458842],[13.1649489,52.5460273],[13.1656809,52.5460499],[13.1656353,52.5462676],[13.1659408,52.5462514],[13.1658958,52.5460384],[13.1673968,52.5457144],[13.1678267,52.545456],[13.1678543,52.5452947],[13.1675511,52.545042],[13.1671048,52.5448147],[13.1667679,52.5445704],[13.1668779,52.5441158],[13.1667756,52.5438863],[13.1665441,52.5436972],[13.1663117,52.5436565]]]},""properties"":{}}",2024-07-01T04:13:14.097Z
3,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3059601,52.5703121],[13.3058763,52.5703121],[13.3060099,52.5694362],[13.3060464,52.5693363],[13.3061022,52.5689721],[13.3071324,52.5683568],[13.3074043,52.5682357],[13.3076123,52.5682282],[13.3078772,52.5686705],[13.3082542,52.5691753],[13.3089446,52.5700505],[13.3087476,52.5700802],[13.3085557,52.5697668],[13.3082243,52.5693187],[13.3078511,52.5694188],[13.3072684,52.5694761],[13.3069272,52.569822],[13.3063457,52.5698246],[13.3063796,52.5703027],[13.3059601,52.5703121]],[[13.3073923,52.5685352],[13.3072377,52.5685929],[13.3071731,52.5686824],[13.3071613,52.5688713],[13.3072901,52.5690353],[13.3076357,52.5691457],[13.3078102,52.569106],[13.3076602,52.5689657],[13.3076007,52.5688167],[13.3074658,52.5686687],[13.3073923,52.5685352]]]},""properties"":{}}",2024-07-01T04:13:30.557Z
84,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3561318,52.5648684],[13.3571905,52.5650088],[13.357643,52.5639812],[13.3566146,52.5638085],[13.3567559,52.5635181],[13.3586615,52.5634041],[13.3588409,52.5635247],[13.3593844,52.5633589],[13.3597825,52.5633369],[13.3598124,52.5632111],[13.3601396,52.5631565],[13.3606311,52.5631236],[13.3613081,52.5631514],[13.3618462,52.5632392],[13.36188,52.563279],[13.3623426,52.5634115],[13.362706,52.5636181],[13.3629411,52.5638741],[13.3628559,52.564145],[13.3635202,52.5641532],[13.3638466,52.5642149],[13.3637293,52.564436],[13.3635631,52.5644032],[13.3634428,52.5643123],[13.3633047,52.5643345],[13.3632107,52.5645157],[13.3631151,52.5645746],[13.3629826,52.5645478],[13.3628563,52.564675],[13.3626187,52.5649844],[13.3623781,52.5651685],[13.3628357,52.5653204],[13.3627637,52.5653548],[13.3615473,52.5655948],[13.3611879,52.5656412],[13.3611664,52.5656812],[13.3607605,52.5656928],[13.3606625,52.5657748],[13.3605016,52.5661429],[13.3601725,52.5660908],[13.3603554,52.5656269],[13.3598618,52.5655426],[13.3598377,52.5655972],[13.3590689,52.565473],[13.3585537,52.5654029],[13.3582869,52.5657625],[13.3582146,52.5657468],[13.3584156,52.5654198],[13.3584006,52.5653308],[13.3581697,52.5652596],[13.3565314,52.5650424],[13.3543901,52.5647659],[13.3545421,52.5646678],[13.3561318,52.5648684]],[[13.3625059,52.563949],[13.3622867,52.5637357],[13.3619443,52.5635274],[13.3616219,52.5634172],[13.3613423,52.563387],[13.3609178,52.5634029],[13.3606585,52.5634402],[13.3601995,52.5635641],[13.3596842,52.5637946],[13.3595686,52.5638827],[13.3592837,52.5642307],[13.3592059,52.5642703],[13.359076,52.5645588],[13.3590996,52.5646693],[13.3592271,52.564785],[13.3591138,52.5648266],[13.35908,52.5649108],[13.3592444,52.5650934],[13.3594096,52.565192],[13.3596797,52.5652833],[13.3600713,52.5653713],[13.3603017,52.5654014],[13.3607974,52.5654048],[13.3616065,52.5652972],[13.3619893,52.5651864],[13.3625027,52.5648093],[13.3626192,52.5645615],[13.3626156,52.5644531],[13.3625408,52.5642293],[13.3625059,52.563949]]]},""properties"":{}}",2024-07-01T04:13:54.574Z
30,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3707607,52.5836025],[13.3714412,52.5837707],[13.3710562,52.5842548],[13.3709391,52.5846844],[13.3707458,52.5846762],[13.3704118,52.5847283],[13.3702434,52.5847765],[13.370313,52.5849189],[13.369731,52.5850825],[13.3693488,52.5846041],[13.3687323,52.5847813],[13.3684184,52.5843861],[13.3689702,52.5842304],[13.3688199,52.5840354],[13.3703757,52.5835776],[13.3704679,52.5835502],[13.3707607,52.5836025]],[[13.3692143,52.5843003],[13.3696078,52.584673],[13.369821,52.5847466],[13.3700035,52.5847071],[13.370565,52.5845334],[13.3707331,52.5844409],[13.3707935,52.5843088],[13.37076,52.5841085],[13.3706051,52.5838942],[13.3703784,52.5837916],[13.370229,52.5837891],[13.3695098,52.5839864],[13.3692275,52.584113],[13.3691508,52.5841921],[13.3692143,52.5843003]]]},""properties"":{}}",2024-07-01T04:14:41.028Z
94,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.362273,52.5865401],[13.3621481,52.5865149],[13.362072,52.5866747],[13.3627802,52.5868052],[13.3628885,52.5869381],[13.3622344,52.5869512],[13.3616505,52.587026],[13.3613364,52.5871124],[13.3610956,52.587152],[13.3608289,52.5871163],[13.3605467,52.5870263],[13.3604318,52.5867953],[13.3604031,52.5866207],[13.3604456,52.5862189],[13.3615588,52.5861288],[13.3616716,52.5860258],[13.3623839,52.5863139],[13.362273,52.5865401]],[[13.3614033,52.58644],[13.361253,52.5863497],[13.3609503,52.5863392],[13.3606276,52.5864891],[13.36051,52.5865701],[13.3605474,52.5868303],[13.3606617,52.5868958],[13.361173,52.5870045],[13.3613461,52.5869912],[13.362172,52.5868716],[13.3623429,52.5868229],[13.3617039,52.5866074],[13.3614033,52.58644]]]},""properties"":{}}",2024-07-01T04:15:02.434Z
77,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3763816,52.5924622],[13.3764331,52.5920086],[13.3792655,52.5920816],[13.3792741,52.5921598],[13.3763816,52.5924622]],[[13.3765599,52.5922662],[13.376635,52.5923314],[13.3768067,52.5922532],[13.3767638,52.5921815],[13.3765707,52.5922076],[13.3765599,52.5922662]]]},""properties"":{}}",2024-07-01T04:15:51.675Z
49,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2644131,52.6368368],[13.2646412,52.6364757],[13.2657963,52.6366814],[13.2655212,52.6371261],[13.2652725,52.6370832],[13.2649114,52.6370773],[13.2646478,52.6368918],[13.2644131,52.6368368]],[[13.2649042,52.6369184],[13.2651479,52.6367922],[13.2650556,52.6366388],[13.264761,52.6365985],[13.264643,52.6367243],[13.2646764,52.6368109],[13.2649042,52.6369184]]]},""properties"":{}}",2024-07-01T04:16:36.802Z
40,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2688651,52.628903],[13.2689635,52.6288342],[13.2690855,52.6288925],[13.2693334,52.6288588],[13.2698461,52.6289821],[13.2701428,52.6292615],[13.2701488,52.6293791],[13.270295,52.629443],[13.2701872,52.6295082],[13.2700608,52.6294503],[13.2698878,52.6294683],[13.269517,52.6294391],[13.2692995,52.6293401],[13.269002,52.6291245],[13.2689974,52.6289626],[13.2688651,52.628903]],[[13.269264,52.6291167],[13.2694801,52.629244],[13.2697471,52.6293096],[13.2698933,52.6292093],[13.269798,52.6291244],[13.2695882,52.6290356],[13.2692767,52.6289932],[13.269264,52.6291167]]]},""properties"":{}}",2024-07-01T04:17:11.606Z
89,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2719014,52.6352352],[13.2720479,52.6352021],[13.2722676,52.635054],[13.2727297,52.6349792],[13.2728419,52.6351644],[13.2724205,52.6352961],[13.272129,52.6353181],[13.2719844,52.6353538],[13.2719014,52.6352352]],[[13.2722591,52.6352286],[13.2724689,52.6352344],[13.2727319,52.6351382],[13.2727299,52.6350708],[13.272521,52.6350457],[13.272243,52.6351479],[13.2722591,52.6352286]]]},""properties"":{}}",2024-07-01T04:17:24.089Z
16,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2812961,52.6353956],[13.281658,52.6350879],[13.281865,52.6351837],[13.2821111,52.6351908],[13.2823419,52.6352725],[13.2824251,52.6354269],[13.2826297,52.6355038],[13.2823172,52.6358423],[13.2820424,52.6357533],[13.2818604,52.6357429],[13.2815931,52.6356057],[13.2815469,52.6354984],[13.2812961,52.6353956]],[[13.2821395,52.6356026],[13.2822389,52.6354822],[13.2820988,52.6353282],[13.2818883,52.6353058],[13.2817427,52.6353755],[13.2817413,52.6354892],[13.2818491,52.6355738],[13.2821395,52.6356026]]]},""properties"":{}}",2024-07-01T04:18:18.802Z
